,Name,Yrs_College,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
0,Festus Ezeli,4,Vanderbilt,SEC,26,23.2,3.4,6.3,.539,3.4,6.3,.539,0.0,0.0,,3.2,5.3,.604,5.9,0.3,0.4,2.0,2.2,3.2,10.1,8.04
0,Jeffery Taylor,4,Vanderbilt,SEC,36,32.1,5.8,11.8,.493,4.0,7.5,.533,1.8,4.3,.423,2.6,4.4,.605,5.6,1.7,1.3,0.4,2.2,1.9,16.1,8.04
0,Bernard James ,2,Florida State,ACC,35,28.0,4.5,7.4,.606,4.5,7.4,.606,0.0,0.0,,1.8,3.3,.552,8.1,0.5,0.7,2.3,2.1,1.9,10.8,7.62
0,Jae Crowder,2,Marquette,Big East,35,32.9,6.2,12.5,.498,4.5,7.4,.602,1.7,5.1,.345,3.4,4.6,.735,8.4,2.1,2.5,1.0,1.3,2.7,17.5,7.50
0,Draymond Green,4,Michigan State,Big Ten,37,33.2,5.7,12.8,.449,4.3,9.1,.473,1.4,3.6,.388,3.4,4.7,.723,10.6,3.8,1.5,0.9,3.0,2.8,16.2,9.82
0,Orlando Johnson,5,UCSB,Big West,31,34.4,6.7,14.8,.451,4.4,9.5,.464,2.3,5.3,.427,4.1,5.9,.698,5.8,2.9,1.1,0.7,2.5,1.8,19.7,-1.38
0,Quincy Acy,4,Baylor,Big 12,38,29.7,4.2,7.2,.577,4.1,7.1,.576,0.1,0.1,.600,3.6,4.6,.782,7.4,1.0,0.9,1.8,1.9,3.1,12.0,8.03
0,Quincy Miller,1,Baylor,Big 12,37,24.4,3.7,8.4,.447,3.1,6.5,.475,0.6,1.9,.348,2.5,3.1,.816,4.9,1.4,0.7,0.6,1.8,1.9,10.6,8.03
0,Khris Middleton,3,Texas A&M,Big 12,20,28.8,5.1,12.3,.415,4.1,8.5,.485,1.0,3.9,.260,2.0,2.6,.750,5.0,2.3,1.0,0.3,2.2,1.9,13.2,6.54
0,Will Barton,2,Memphis,CUSA,35,35.3,6.6,12.9,.509,5.5,9.9,.559,1.1,3.1,.346,3.8,5.1,.749,8.0,2.9,1.4,0.7,2.1,2.1,18.0,5.26
0,Tyshawn Taylor,4,Kansas,Big 12,39,33.4,5.8,12.2,.477,4.3,8.3,.522,1.5,3.9,.382,3.5,5.1,.688,2.3,4.8,1.3,0.2,3.5,2.0,16.6,9.93
0,Doron Lamb,2,Kentucky,SEC,40,31.2,4.4,9.2,.474,2.5,5.2,.481,1.9,4.1,.466,3.1,3.7,.826,2.7,1.5,0.5,0.1,1.1,1.8,13.7,7.93
0,Mike Scott,5,Virginia,ACC,32,31.2,6.7,11.9,.563,6.5,11.3,.577,0.2,0.6,.300,4.3,5.4,.808,8.3,1.2,0.7,0.5,2.1,1.8,18.0,4.23
0,Kim English,4,Missouri,Big 12,35,33.6,4.9,9.4,.521,2.7,4.5,.589,2.2,4.9,.459,2.5,3.4,.725,4.2,1.6,1.3,0.3,1.7,2.4,14.5,5.68
0,Justin Hamilton,4,LSU,SEC,33,30.0,4.8,9.7,.494,4.7,9.3,.503,0.1,0.4,.250,3.2,4.2,.781,7.2,0.9,0.8,1.3,1.7,2.5,12.9,5.51
0,Darius Miller,4,Kentucky,SEC,40,26.1,3.6,7.6,.474,2.2,3.8,.569,1.4,3.7,.376,1.4,1.7,.797,2.8,2.1,0.8,0.3,1.5,2.2,9.9,7.93
0,Kevin Murphy,4,Tennessee Tech,OVC,33,34.5,7.2,16.3,.444,4.8,10.5,.460,2.4,5.8,.416,3.8,5.2,.721,5.2,2.3,0.8,0.2,3.3,2.2,20.6,-3.06
0,Kyle O'Quinn,4,Norfolk State,MEAC,36,31.3,5.7,9.9,.573,5.5,9.1,.610,0.2,0.9,.188,4.3,6.2,.696,10.3,1.4,0.7,2.7,2.6,3.3,15.9,-5.39
0,Kris Joseph,4,Syracuse,Big East,37,32.2,4.4,10.5,.421,3.1,6.5,.467,1.4,4.0,.345,3.2,4.2,.745,4.7,1.5,1.4,0.6,1.5,1.7,13.4,8.02
0,Darius Johnson-Odom,3,Marquette,Big East,34,32.9,6.2,13.8,.447,3.9,7.9,.493,2.3,5.9,.385,3.7,4.9,.764,3.5,2.7,0.9,0.1,2.4,2.0,18.3,7.50
0,Robbie Hummel,4,Purdue,Big Ten,35,32.2,5.5,13.3,.417,3.5,7.9,.440,2.1,5.4,.383,3.2,3.9,.825,7.2,1.9,0.7,1.2,0.9,2.1,16.4,8.05
0,Marcus Denmon,4,Missouri,Big 12,35,34.6,5.7,12.4,.460,2.9,5.5,.526,2.8,6.9,.407,3.4,3.8,.896,5.0,2.1,1.5,0.0,1.2,1.0,17.7,5.68
0,Robert Sacre,5,Gonzaga,WCC,33,26.3,3.5,6.9,.511,3.5,6.9,.515,0.0,0.1,.000,4.5,6.0,.761,6.3,0.7,0.4,1.4,1.8,2.2,11.6,3.25
0,Anthony Bennett,1,UNLV,MWC,35,27.1,5.8,10.8,.533,4.7,8.1,.587,1.0,2.7,.375,3.5,5.1,.701,8.1,1.0,0.7,1.2,1.9,2.3,16.1,5.71
0,Victor Oladipo,3,Indiana,Big Ten,36,28.4,5.1,8.4,.599,4.2,6.6,.644,0.8,1.9,.441,2.7,3.6,.746,6.3,2.1,2.2,0.8,2.3,2.5,13.6,8.38
0,Otto Porter,2,Georgetown,Big East,31,35.4,5.4,11.3,.480,4.0,8.0,.504,1.4,3.3,.422,3.9,5.1,.777,7.5,2.7,1.8,0.9,1.5,2.0,16.2,7.59
0,Cody Zeller,2,Indiana,Big Ten,36,29.5,5.5,9.8,.564,5.5,9.8,.567,0.0,0.1,.000,5.4,7.2,.757,8.0,1.3,1.0,1.3,2.3,2.2,16.5,8.38
0,Alex Len,2,Maryland,ACC,38,26.4,4.6,8.5,.534,4.5,8.3,.544,0.0,0.2,.125,2.8,4.0,.686,7.8,1.0,0.2,2.1,1.6,2.7,11.9,4.66
0,Nerlens Noel,1,Kentucky,SEC,24,31.9,4.1,6.9,.590,4.1,6.9,.590,0.0,0.0,,2.3,4.3,.529,9.5,1.6,2.1,4.4,1.9,2.6,10.5,5.78
0,Ben McLemore,1,Kansas,Big 12,37,32.2,5.4,10.8,.495,3.4,6.1,.553,2.0,4.7,.420,3.2,3.7,.870,5.2,2.0,1.0,0.7,2.1,1.9,15.9,7.54
0,Kentavious Caldwell-Pope,2,Georgia,SEC,32,33.9,5.8,13.4,.433,3.2,6.4,.498,2.6,7.0,.373,4.2,5.3,.799,7.1,1.8,2.0,0.5,2.0,2.2,18.5,6.09
0,Trey Burke,2,Michigan,Big Ten,39,35.3,6.6,14.4,.463,4.7,9.3,.506,1.9,5.1,.384,3.4,4.3,.801,3.2,6.7,1.6,0.5,2.2,1.9,18.6,10.05
0,C.J. McCollum,4,Lehigh,Patriot,12,31.0,8.0,16.2,.495,5.3,10.8,.485,2.8,5.3,.516,5.2,6.1,.849,5.0,2.9,1.4,0.3,2.7,1.8,23.9,-3.01
0,Michael Carter-Williams,2,Syracuse,Big East,40,35.2,3.9,9.9,.393,3.0,6.9,.436,0.9,3.0,.294,3.2,4.7,.694,5.0,7.3,2.7,0.5,3.5,2.3,11.9,8.57
0,Steven Adams,1,Pitt,Big East,32,23.4,3.1,5.5,.571,3.1,5.5,.571,0.0,0.0,,1.0,2.2,.443,6.3,0.6,0.7,2.0,1.1,1.6,7.2,5.63
0,Kelly Olynyk,3,Gonzaga,WCC,32,26.4,6.7,10.7,.629,6.4,9.8,.660,0.3,0.9,.300,4.1,5.3,.776,7.3,1.7,0.7,1.1,2.4,2.3,17.8,4.18
0,Shabazz Muhammad,1,UCLA,Pac-12,32,30.8,6.3,14.3,.443,5.1,10.9,.463,1.3,3.3,.377,4.0,5.6,.711,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.82
0,Shane Larkin,2,Miami (FL),ACC,36,36.4,5.1,10.6,.479,3.2,5.9,.538,1.9,4.7,.406,2.4,3.1,.777,3.8,4.6,2.0,0.1,2.3,1.6,14.5,7.88
0,Tony Snell,3,New Mexico,MWC,35,31.2,4.1,9.7,.422,2.3,5.1,.452,1.8,4.7,.390,2.5,2.9,.843,2.6,2.9,0.8,0.5,2.1,1.3,12.5,6.63
0,Gorgui Dieng,3,Louisville,Big East,33,31.1,3.8,7.1,.534,3.8,7.1,.534,0.0,0.0,,2.2,3.4,.652,9.4,2.0,1.3,2.5,1.8,2.6,9.8,9.13
0,Mason Plumlee,4,Duke,ACC,36,34.7,6.1,10.3,.599,6.1,10.3,.599,0.0,0.0,,4.8,7.1,.681,9.9,1.9,1.0,1.4,2.9,2.6,17.1,9.54
0,Solomon Hill,4,Arizona,Pac-12,35,33.0,4.5,9.9,.458,2.9,5.7,.508,1.6,4.2,.390,2.7,3.5,.766,5.3,2.7,1.1,0.6,2.2,2.2,13.4,7.47
0,Tim Hardaway,3,Michigan,Big Ten,38,34.8,5.3,12.1,.437,3.4,7.0,.483,1.9,5.1,.374,2.0,2.9,.694,4.7,2.4,0.7,0.4,1.9,1.9,14.5,10.05
0,Reggie Bullock,3,UNC,ACC,35,31.4,4.9,10.2,.483,2.4,4.4,.545,2.5,5.8,.436,1.6,2.1,.767,6.5,2.9,1.3,0.3,1.2,1.4,13.9,8.01
0,Andre Roberson,3,Colorado,Pac-12,31,33.4,4.3,8.9,.480,3.6,7.0,.521,0.6,1.9,.328,1.7,3.2,.551,11.2,1.4,2.2,1.3,2.4,2.5,10.9,7.95
0,Archie Goodwin,1,Kentucky,SEC,33,31.8,4.8,10.8,.440,4.2,8.9,.478,0.5,1.9,.266,4.1,6.4,.637,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.78
0,Allen Crabbe,3,California,Pac-12,33,36.2,6.5,14.2,.459,4.6,8.6,.532,1.9,5.6,.348,3.4,4.2,.813,6.1,2.6,1.1,0.7,2.5,2.1,18.4,7.77
0,Carrick Felix,3,Arizona State,Pac-12,35,35.3,5.4,10.8,.500,3.9,6.8,.573,1.5,4.0,.374,2.3,3.5,.664,8.1,1.6,1.4,1.1,2.0,3.0,14.6,4.60
0,Isaiah Canaan,4,Murray State,OVC,31,36.5,6.9,16.1,.431,3.9,7.9,.494,3.0,8.2,.370,4.9,6.0,.822,3.5,4.3,1.5,0.1,3.2,1.9,21.8,-2.89
0,Glen Rice,3,Georgia Tech,ACC,21,29.9,4.9,10.6,.457,3.4,6.3,.541,1.4,4.3,.333,1.9,3.1,.606,6.7,2.3,1.3,0.9,2.3,2.4,13.0,4.13
0,Ray McCallum,3,Detroit,Horizon,33,36.6,6.5,13.2,.491,5.2,9.3,.562,1.3,3.9,.323,4.5,6.2,.717,5.1,4.5,1.9,0.6,2.1,2.0,18.7,1.62
0,Tony Mitchell,2,North Texas,Sun Belt,32,32.4,4.4,9.9,.440,3.4,6.8,.505,0.9,3.1,.300,3.3,4.9,.675,8.5,0.8,1.0,2.7,2.4,2.9,13.0,-2.73
0,Nate Wolters,4,South Dakota State,Summit,33,38.1,7.3,15.1,.485,5.4,10.0,.539,1.9,5.1,.379,5.7,7.0,.813,5.6,5.8,1.7,0.1,2.3,1.5,22.3,-3.27
0,Jeff Withey,4,Kansas,Big 12,37,30.9,5.0,8.6,.582,5.0,8.6,.580,0.0,0.0,1.000,3.7,5.2,.714,8.5,0.9,0.8,3.9,2.0,2.1,13.7,7.54
0,Grant Jerrett,1,Arizona,Pac-12,34,17.8,1.9,4.5,.409,0.9,2.2,.413,0.9,2.3,.405,0.5,0.6,.818,3.6,0.5,0.5,1.0,0.6,1.3,5.2,7.47
0,Jamaal Franklin,3,San Diego State,MWC,32,33.1,5.2,12.5,.411,3.9,7.9,.492,1.3,4.6,.272,5.3,6.8,.781,9.5,3.3,1.6,0.8,3.4,2.6,16.9,6.19
0,Pierre Jackson,2,Baylor,Big 12,36,34.8,6.0,14.1,.427,3.6,7.3,.490,2.4,6.8,.359,5.3,6.7,.800,3.8,7.1,1.5,0.0,3.4,2.2,19.8,7.13
0,Mike Muscala,4,Bucknell,Patriot,34,31.7,6.7,13.1,.509,6.6,12.6,.519,0.1,0.5,.250,5.3,6.7,.789,11.1,2.3,0.5,2.4,1.7,2.2,18.7,-1.96
0,Erick Green,4,Virginia Tech,ACC,32,36.4,8.2,17.2,.475,6.3,12.3,.509,1.9,4.9,.389,6.8,8.3,.816,4.0,3.8,1.3,0.2,2.2,1.4,25.0,6.27
0,Ryan Kelly,4,Duke,ACC,23,28.9,4.2,9.2,.453,2.7,5.6,.473,1.5,3.6,.422,3.0,3.7,.812,5.3,1.7,0.7,1.6,1.0,2.4,12.9,9.54
0,Erik Murphy,4,Florida,SEC,36,26.4,4.6,8.8,.516,2.6,4.4,.579,2.0,4.4,.453,1.1,1.4,.784,5.5,1.4,0.6,0.7,1.4,2.8,12.2,6.83
0,James Ennis,2,Long Beach State,Big West,33,33.1,5.5,11.2,.491,3.8,6.6,.585,1.7,4.7,.357,3.8,4.6,.834,6.7,2.1,1.8,1.3,3.0,2.3,16.5,1.92
0,Romero Osby,5,Oklahoma,Big 12,32,28.5,5.4,10.3,.526,5.2,9.8,.525,0.3,0.5,.529,4.8,6.1,.794,7.0,1.3,0.6,0.8,1.3,2.4,16.0,7.09
0,Lorenzo Brown,3,NC State,ACC,33,34.2,4.2,10.1,.419,3.6,7.8,.465,0.6,2.3,.263,3.3,4.2,.771,4.3,7.2,2.0,0.6,3.5,2.0,12.4,7.17
0,Colton Iverson,5,Colorado State,MWC,35,29.5,5.2,8.8,.596,5.2,8.8,.596,0.0,0.0,,3.7,6.3,.590,9.8,1.3,0.6,0.7,2.0,2.6,14.2,5.89
0,Arsalan Kazemi,4,Oregon,Pac-12,35,29.0,3.2,5.4,.595,3.2,5.4,.598,0.0,0.0,.000,2.9,4.3,.675,10.0,1.4,2.0,0.7,1.5,1.9,9.4,5.77
0,Peyton Siva,4,Louisville,Big East,40,31.2,3.5,8.6,.404,2.5,5.3,.476,1.0,3.3,.288,2.1,2.5,.867,2.4,5.7,2.3,0.2,2.7,2.6,10.0,9.13
0,Alex Oriakhi,4,Missouri,SEC,34,25.8,4.1,6.4,.639,4.1,6.4,.639,0.0,0.0,,3.1,4.2,.746,8.4,0.4,0.6,1.6,1.4,2.3,11.2,6.00
0,Deshaun Thomas,3,Ohio State,Big Ten,37,35.4,7.0,15.8,.444,5.1,10.1,.500,1.9,5.6,.344,3.8,4.6,.834,5.9,1.3,0.5,0.3,1.4,1.5,19.8,9.32
0,Andrew Wiggins,1,Kansas,Big 12,35,32.8,5.4,12.1,.448,4.2,8.5,.493,1.2,3.6,.341,5.0,6.5,.775,5.9,1.5,1.2,1.0,2.3,2.7,17.1,11.40
0,Jabari Parker,1,Duke,ACC,35,30.7,6.7,14.3,.473,5.7,11.2,.504,1.1,3.0,.358,4.6,6.1,.748,8.7,1.2,1.1,1.2,2.3,2.4,19.1,8.48
0,Joel Embiid,1,Kansas,Big 12,28,23.1,3.8,6.1,.626,3.8,5.9,.639,0.0,0.2,.200,3.5,5.1,.685,8.1,1.4,0.9,2.6,2.4,3.4,11.2,11.40
0,Aaron Gordon,1,Arizona,Pac-12,38,31.2,5.0,10.1,.495,4.6,8.9,.513,0.4,1.2,.356,2.0,4.7,.422,8.0,2.0,0.9,1.0,1.4,2.4,12.4,9.04
0,Marcus Smart,2,Oklahoma State,Big 12,31,32.7,5.3,12.5,.422,3.7,7.2,.514,1.6,5.3,.299,5.9,8.1,.728,5.9,4.8,2.9,0.6,2.6,2.9,18.0,8.34
0,Julius Randle,1,Kentucky,SEC,40,30.8,4.9,9.8,.501,4.8,9.3,.517,0.1,0.5,.167,5.1,7.2,.706,10.4,1.4,0.5,0.8,2.5,2.3,15.0,9.90
0,Nik Stauskas,2,Michigan,Big Ten,36,35.6,5.1,10.9,.470,2.6,5.2,.500,2.6,5.8,.442,4.7,5.7,.824,2.9,3.3,0.6,0.3,1.9,1.3,17.5,9.65
0,Noah Vonleh,1,Indiana,Big Ten,30,26.5,3.8,7.2,.523,3.2,6.1,.530,0.5,1.1,.485,3.2,4.5,.716,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64
0,Elfrid Payton,3,Louisiana,Sun Belt,35,35.9,6.8,13.3,.509,6.4,11.8,.541,0.4,1.5,.259,5.3,8.6,.609,6.0,5.9,2.3,0.6,3.6,2.4,19.2,-0.28
0,Doug McDermott,4,Creighton,Big East,35,33.7,9.4,17.9,.526,6.7,11.8,.567,2.7,6.1,.449,5.1,5.9,.864,7.0,1.6,0.2,0.1,1.8,1.9,26.7,7.17
0,Zach LaVine,1,UCLA,Pac-12,37,24.4,3.4,7.8,.441,2.1,4.3,.494,1.3,3.5,.375,1.3,1.8,.691,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62
0,T.J. Warren,2,NC State,ACC,35,35.4,9.8,18.6,.525,8.9,15.3,.580,0.9,3.3,.267,4.5,6.5,.690,7.1,1.1,1.8,0.6,2.4,2.8,24.9,7.44
0,Adreian Payne,4,Michigan State,Big Ten,31,28.1,5.7,11.4,.503,4.3,8.1,.536,1.4,3.4,.423,3.5,4.5,.790,7.3,1.3,0.5,0.9,2.0,2.6,16.4,9.38
0,James Young,1,Kentucky,SEC,40,32.4,4.6,11.3,.407,2.5,5.4,.470,2.1,5.9,.349,3.1,4.4,.706,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.90
0,Tyler Ennis,1,Syracuse,ACC,34,35.7,4.4,10.6,.411,3.5,8.1,.429,0.9,2.5,.353,3.4,4.4,.765,3.4,5.5,2.1,0.2,1.7,2.0,12.9,7.25
0,Gary Harris,2,Michigan State,Big Ten,35,32.3,5.6,13.0,.429,3.3,6.4,.507,2.3,6.6,.352,3.3,4.1,.810,4.0,2.7,1.8,0.4,1.7,2.1,16.7,9.38
0,Mitch McGary,2,Michigan,Big Ten,8,24.8,3.8,6.9,.545,3.8,6.6,.566,0.0,0.3,.000,2.0,3.0,.667,8.3,1.5,1.9,0.8,1.6,3.1,9.5,9.65
0,Jordan Adams,2,UCLA,Pac-12,36,30.1,5.8,11.9,.485,4.3,7.9,.551,1.4,4.1,.356,4.4,5.3,.836,5.3,2.3,2.6,0.1,1.5,2.2,17.4,7.62
0,Rodney Hood,3,Duke,ACC,35,32.9,5.5,11.8,.464,3.4,6.9,.494,2.0,4.8,.420,3.1,3.9,.807,3.9,2.1,0.7,0.3,1.5,2.6,16.1,8.48
0,Shabazz Napier,4,UConn,AAC,40,35.1,5.3,12.4,.429,3.2,7.0,.448,2.2,5.4,.405,5.2,6.0,.870,5.9,4.9,1.8,0.3,2.9,2.1,18.0,8.63
0,P.J. Hairston,2,UNC,ACC,34,23.6,4.7,10.9,.431,2.1,4.2,.486,2.6,6.6,.396,2.6,3.3,.779,4.3,1.4,1.3,0.4,1.1,1.9,14.6,8.01
0,C.J. Wilcox,4,Washington,Pac-12,32,34.9,6.2,13.6,.453,3.3,6.4,.522,2.8,7.2,.391,3.2,3.7,.873,3.7,2.5,1.0,1.0,1.7,2.3,18.3,6.45
0,Josh Huestis,4,Stanford,Pac-12,36,35.2,4.3,9.6,.451,3.6,7.5,.483,0.7,2.1,.338,1.8,2.8,.627,8.2,1.2,0.6,1.9,1.2,2.1,11.2,9.00
0,Kyle Anderson,2,UCLA,Pac-12,36,33.2,5.0,10.5,.480,4.3,8.9,.480,0.8,1.6,.483,3.8,5.2,.737,8.8,6.5,1.8,0.8,3.1,1.7,14.6,7.62
0,K.J. McDaniels,3,Clemson,ACC,36,33.7,5.8,12.6,.459,4.6,8.8,.527,1.2,3.8,.304,4.3,5.1,.842,7.1,1.6,1.1,2.8,2.3,2.2,17.1,5.97
0,Joe Harris ,4,Virginia,ACC,37,28.8,4.0,9.1,.441,2.1,4.3,.487,1.9,4.9,.400,2.0,3.1,.640,2.9,2.3,0.9,0.2,1.3,2.4,12.0,7.86
0,Cleanthony Early,2,Wichita State,MVC,36,27.4,5.2,10.7,.484,3.4,5.8,.579,1.8,4.9,.373,4.2,5.0,.844,5.9,0.8,0.8,0.8,1.9,2.3,16.4,1.74
0,Jarnell Stokes,3,Tennessee,SEC,37,32.4,5.4,10.1,.531,5.4,10.1,.531,0.0,0.0,,4.3,6.2,.696,10.6,2.0,0.7,0.9,2.1,2.0,15.1,7.84
0,Johnny O'Bryant,3,LSU,SEC,34,30.0,5.9,12.0,.494,5.9,11.9,.495,0.0,0.1,.333,3.5,5.5,.634,7.7,1.6,0.5,0.9,3.2,3.2,15.4,6.61
0,DeAndre Daniels,3,UConn,AAC,38,29.0,4.9,10.6,.469,3.6,7.4,.491,1.3,3.2,.417,1.8,2.3,.787,6.0,0.4,0.7,1.4,1.5,2.4,13.1,8.63
0,Spencer Dinwiddie,3,Colorado,Pac-12,17,31.1,3.6,7.7,.466,2.1,4.0,.515,1.5,3.7,.413,6.0,7.0,.857,3.1,3.8,1.5,0.2,1.8,1.9,14.7,8.80
0,Jerami Grant,2,Syracuse,ACC,32,31.4,4.2,8.4,.496,4.2,8.2,.506,0.0,0.2,.000,3.8,5.6,.674,6.8,1.4,0.8,0.6,1.2,2.3,12.1,7.25
0,Glenn Robinson,2,Michigan,Big Ten,37,32.3,4.9,10.1,.488,4.0,7.2,.562,0.9,2.9,.306,2.4,3.1,.757,4.4,1.2,0.9,0.3,1.2,1.5,13.1,9.65
0,Nick Johnson,3,Arizona,Pac-12,38,33.1,5.4,12.5,.432,3.8,8.0,.469,1.6,4.4,.367,3.8,4.9,.781,4.1,2.8,1.1,0.7,1.7,2.0,16.3,9.04
0,Markel Brown,4,Oklahoma State,Big 12,34,35.3,5.6,11.8,.473,4.0,7.6,.525,1.6,4.3,.379,4.4,5.7,.768,5.3,2.9,1.0,1.0,1.6,2.5,17.2,8.34
0,Dwight Powell,4,Stanford,Pac-12,36,32.4,4.9,10.5,.462,4.6,9.4,.485,0.3,1.1,.256,4.0,5.9,.687,6.9,3.1,1.3,0.8,2.9,3.1,14.0,9.00
0,Jordan Clarkson,4,Missouri,SEC,35,35.1,6.0,13.3,.448,5.1,10.1,.501,0.9,3.3,.281,4.6,5.6,.831,3.8,3.4,1.1,0.2,2.7,2.2,17.5,6.86
0,Russ Smith,4,Louisville,AAC,37,29.3,6.1,13.0,.468,4.2,8.1,.517,1.9,4.9,.387,4.1,5.9,.705,3.3,4.6,2.0,0.1,2.8,2.5,18.2,4.80
0,Lamar Patterson,5,Pitt,ACC,36,32.6,5.6,12.7,.441,3.4,7.0,.484,2.2,5.7,.388,3.7,4.9,.754,4.9,4.3,1.4,0.3,2.6,2.0,17.1,7.54
0,Cameron Bairstow,4,New Mexico,MWC,34,32.9,7.0,12.5,.556,6.9,12.4,.558,0.0,0.1,.333,6.4,8.8,.735,7.4,1.6,0.6,1.5,2.0,2.1,20.4,4.84
0,Alec Brown,4,Green Bay,Horizon,30,30.3,5.5,11.6,.476,4.1,8.2,.498,1.4,3.3,.420,2.9,4.0,.727,5.7,1.0,0.5,3.1,2.2,2.2,15.3,0.11
0,Semaj Christon,2,Xavier,Big East,34,35.3,5.9,12.4,.479,5.4,10.9,.491,0.6,1.4,.388,4.6,6.9,.668,2.7,4.2,1.3,0.2,2.6,2.1,17.0,8.14
0,Roy Devyn Marble,4,Iowa,Big Ten,33,30.2,5.5,13.2,.420,4.0,8.7,.456,1.6,4.5,.349,4.3,6.0,.714,3.2,3.6,1.8,0.2,1.7,1.9,17.0,7.43
0,Jordan McRae,4,Tennessee,SEC,37,32.2,6.0,13.8,.436,3.9,7.8,.502,2.1,6.1,.351,4.5,5.7,.788,3.5,2.5,0.7,1.0,2.1,2.1,18.7,7.84
0,Xavier Thames,5,San Diego State,MWC,36,31.3,5.2,12.7,.411,3.5,8.2,.432,1.7,4.5,.374,5.4,6.5,.834,2.9,3.2,1.6,0.1,1.4,2.0,17.6,4.86
0,Cory Jefferson,4,Baylor,Big 12,38,29.0,4.8,9.7,.500,4.5,8.7,.515,0.4,1.0,.368,3.6,5.6,.640,8.2,1.0,0.4,1.3,1.3,2.2,13.7,10.11
0,Karl-Anthony Towns,1,Kentucky,SEC,39,21.1,3.7,6.6,.566,3.7,6.4,.577,0.1,0.2,.250,2.8,3.4,.813,6.7,1.1,0.5,2.3,1.4,2.9,10.3,8.67
0,D'Angelo Russell,1,Ohio State,Big Ten,35,33.9,6.6,14.7,.449,3.9,8.1,.479,2.7,6.6,.411,3.4,4.5,.756,5.7,5.0,1.6,0.3,2.9,2.1,19.3,7.37
0,Jahlil Okafor,1,Duke,ACC,38,30.1,7.3,11.1,.664,7.3,11.1,.664,0.0,0.0,,2.6,5.1,.510,8.5,1.3,0.8,1.4,2.5,2.1,17.3,9.87
0,Willie Cauley-Stein,3,Kentucky,SEC,39,25.9,3.5,6.1,.572,3.5,6.1,.572,0.0,0.0,,2.0,3.3,.617,6.4,1.0,1.2,1.7,1.2,2.0,8.9,8.67
0,Stanley Johnson,1,Arizona,Pac-12,38,28.4,4.6,10.3,.446,3.4,7.2,.478,1.1,3.1,.371,3.5,4.7,.742,6.5,1.7,1.5,0.4,2.2,2.6,13.8,7.41
0,Frank Kaminsky,4,Wisconsin,Big Ten,39,33.6,6.8,12.5,.547,5.8,9.9,.581,1.1,2.6,.416,4.0,5.1,.780,8.2,2.6,0.8,1.5,1.6,1.7,18.8,10.29
0,Justise Winslow,1,Duke,ACC,39,29.1,4.4,9.1,.486,3.3,6.3,.516,1.2,2.8,.418,2.6,4.0,.641,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87
0,Myles Turner,1,Texas,Big 12,34,22.2,3.4,7.6,.455,2.9,5.7,.513,0.5,1.8,.274,2.8,3.3,.839,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07
0,Trey Lyles,1,Kentucky,SEC,36,23.0,3.3,6.7,.488,3.1,5.9,.536,0.1,0.8,.138,2.1,2.8,.735,5.2,1.1,0.5,0.4,1.1,1.6,8.7,8.67
0,Devin Booker,1,Kentucky,SEC,38,21.5,3.6,7.6,.470,2.0,3.8,.527,1.5,3.7,.411,1.4,1.7,.828,2.0,1.1,0.4,0.1,1.0,1.5,10.0,8.67
0,Cameron Payne,2,Murray State,OVC,35,32.2,7.0,15.3,.456,4.6,9.0,.513,2.4,6.4,.377,3.8,4.8,.787,3.7,6.0,1.9,0.5,2.5,2.1,20.2,-2.81
0,Kelly Oubre,1,Kansas,Big 12,36,21.0,3.1,6.9,.444,2.1,4.3,.497,0.9,2.6,.358,2.2,3.1,.718,5.0,0.8,1.1,0.4,1.2,2.0,9.3,12.13
0,Terry Rozier,2,Louisville,ACC,36,35.0,5.9,14.5,.411,4.6,10.1,.456,1.3,4.4,.306,3.9,4.9,.790,5.6,3.0,2.0,0.2,2.2,1.7,17.1,8.98
0,Rashad Vaughn,1,UNLV,MWC,23,32.3,6.3,14.3,.439,3.9,8.1,.481,2.3,6.1,.383,3.0,4.3,.694,4.8,1.6,0.8,0.3,2.2,2.3,17.8,3.38
0,Sam Dekker,3,Wisconsin,Big Ten,40,31.0,5.3,10.2,.525,4.1,6.4,.639,1.3,3.8,.331,2.0,2.8,.708,5.5,1.2,0.5,0.5,0.9,1.1,13.9,10.29
0,Jerian Grant,4,Notre Dame,ACC,38,37.1,5.4,11.2,.478,4.1,7.1,.572,1.3,4.2,.316,4.5,5.7,.780,3.0,6.7,1.7,0.5,2.2,2.0,16.5,7.02
0,Delon Wright,2,Utah,Pac-12,35,33.3,4.7,9.3,.509,4.0,7.2,.554,0.7,2.1,.356,4.4,5.2,.836,4.9,5.1,2.1,1.0,1.9,1.4,14.5,7.42
